Time (s),AX (g),AY (g),AZ (g),GX (dps),GY (dps),GZ (dps),Roll Gyro Pure (deg),Pitch Gyro Pure (deg),Yaw Gyro Pure (deg),Roll Accel (deg),Pitch Accel (deg),Roll CF (deg),Pitch CF (deg),Yaw CF (deg),Compass Heading (deg)
6.733,-0.0115,0.0510,1.1099,-0.1103,0.3793,0.0195,1.1499,-0.2292,257.3387,2.6323,0.5917,1.3024,-1.1794,257.3642,257.55
6.756,0.0388,0.0342,1.1223,-1.2706,-0.0253,0.2180,1.1245,-0.2297,257.3344,1.7444,-1.9800,1.2957,-1.2119,257.3675,257.55
6.776,0.0466,0.0225,1.1829,2.1721,0.3335,-1.6752,1.1679,-0.2230,257.3679,1.0878,-2.2571,1.3291,-1.2473,257.4070,257.55
6.796,0.0161,0.0347,1.1672,-0.1027,0.2800,-0.2935,1.1658,-0.2174,257.3738,1.7012,-0.7905,1.3420,-1.2236,257.4184,257.55
6.816,0.0105,0.0356,1.1431,2.2943,-0.3307,-0.0110,1.2117,-0.2241,257.3740,1.7861,-0.5259,1.4038,-1.2021,257.4239,257.55
6.836,-0.0129,0.0488,1.0918,-0.0416,-0.0482,2.0348,1.2109,-0.2250,257.3333,2.5607,0.6783,1.4493,-1.1278,257.3900,257.55
6.856,0.0090,0.0320,1.0842,0.2256,0.0281,0.1264,1.2154,-0.2245,257.3308,1.6896,-0.4771,1.4633,-1.1012,257.3940,257.55
6.876,0.0317,0.0330,1.1228,-0.3851,0.3640,-0.3469,1.2077,-0.2172,257.3377,1.6814,-1.6185,1.4646,-1.1149,257.4070,257.55
6.896,0.0176,0.0107,1.1213,-0.0034,-0.5673,1.8210,1.2076,-0.2285,257.3013,0.5489,-0.8981,1.4279,-1.1171,257.3778,257.55
6.916,0.0413,0.0137,1.1653,0.5004,1.2877,0.3401,1.2176,-0.2028,257.2945,0.6722,-2.0277,1.4073,-1.1288,257.3782,257.55
6.937,0.0518,0.0159,1.0938,0.2179,-0.0864,0.0577,1.2220,-0.2045,257.2933,0.8312,-2.7090,1.3884,-1.1937,257.3840,257.55
6.957,0.0613,0.0127,1.1636,1.9508,0.2648,0.0348,1.2610,-0.1992,257.2926,0.6251,-3.0145,1.3953,-1.2614,257.3901,257.55
6.977,0.0354,0.0278,1.1428,0.0576,0.1197,-0.3088,1.2622,-0.1968,257.2988,1.3951,-1.7737,1.3964,-1.2796,257.4079,257.69
6.997,-0.0042,0.0420,1.0742,-1.5225,0.0816,0.2180,1.2317,-0.1952,257.2944,2.2386,0.2212,1.4009,-1.2180,257.4156,257.71
7.017,0.0088,0.0601,1.0945,2.1721,0.2648,-0.2630,1.2752,-0.1899,257.2997,3.1409,-0.4594,1.5122,-1.1826,257.4197,257.39
7.037,-0.0125,0.0339,1.0723,0.0958,0.1045,-0.1103,1.2771,-0.1878,257.3019,1.8127,0.6650,1.5261,-1.1067,257.4207,257.39
7.057,0.0193,0.0176,1.0957,-1.4691,0.0358,0.2409,1.2477,-0.1871,257.2971,0.9191,-1.0083,1.4736,-1.1021,257.4130,257.34
7.077,0.0442,-0.0156,1.1599,2.1187,0.1045,-0.3011,1.2901,-0.1850,257.3031,-0.7718,-2.1816,1.4244,-1.1433,257.4157,257.34
7.097,0.0515,0.0076,1.1306,0.5843,0.1961,0.1340,1.3018,-0.1811,257.3004,0.3835,-2.6087,1.3940,-1.1981,257.4100,257.34
7.117,0.0615,-0.0134,1.1677,0.1111,-0.2085,1.9432,1.3040,-0.1852,257.2616,-0.6588,-3.0157,1.3140,-1.2748,257.3770,257.52
7.137,0.0093,0.0295,1.1174,-0.2324,0.2037,0.0195,1.2993,-0.1812,257.2612,1.5143,-0.4755,1.3176,-1.2389,257.3834,257.55
7.158,0.0291,0.0173,1.0720,0.3935,0.2342,-0.4156,1.3072,-0.1765,257.2695,0.9264,-1.5522,1.3095,-1.2470,257.3927,257.42
7.178,0.0034,0.0396,1.1189,-0.2019,0.4327,-0.2401,1.3032,-0.1678,257.2743,2.0244,-0.1749,1.3342,-1.1958,257.3982,257.42
7.198,-0.0059,0.0535,1.0935,0.3172,0.0816,0.0729,1.3095,-0.1662,257.2728,2.7992,0.3066,1.3989,-1.1341,257.3967,257.40
7.218,0.0005,0.0154,1.1445,-0.3088,0.3564,-0.2859,1.3033,-0.1591,257.2786,0.7699,-0.0244,1.3678,-1.0829,257.4021,257.39
7.238,0.0051,0.0432,1.1067,-1.4538,0.0968,-1.4843,1.2742,-0.1571,257.3082,2.2361,-0.2652,1.3746,-1.0483,257.4302,257.39
7.258,0.0261,0.0103,1.1199,-1.2859,-0.1398,0.5004,1.2485,-0.1599,257.2982,0.5246,-1.3362,1.3159,-1.0625,257.4191,257.39
7.278,0.0535,-0.0010,1.1477,0.6530,-2.4681,2.1798,1.2616,-0.2093,257.2546,-0.0488,-2.6672,1.2739,-1.1741,257.3762,257.39
7.298,0.0452,0.0203,1.1064,-0.9729,-0.5291,-1.5836,1.2421,-0.2199,257.2863,1.0492,-2.3372,1.2462,-1.2308,257.4224,257.77
7.318,0.0737,0.0164,1.1375,-0.2782,0.3945,-1.5988,1.2366,-0.2120,257.3183,0.8239,-3.7084,1.2240,-1.3223,257.4671,257.77
7.338,0.0374,0.0449,1.1125,-0.1714,0.2495,0.1645,1.2331,-0.2070,257.3150,2.3122,-1.9214,1.2642,-1.3415,257.4785,257.83
7.358,-0.0012,0.0132,1.1306,0.1950,0.1274,0.2103,1.2370,-0.2044,257.3108,0.6681,0.0619,1.2441,-1.2829,257.4736,257.46
7.378,0.0151,0.0259,1.0769,0.3095,-0.1704,-1.6141,1.2432,-0.2078,257.3431,1.3766,-0.8051,1.2554,-1.2671,257.5040,257.46
7.399,0.0034,0.0466,1.1074,0.6836,-0.5444,0.3630,1.2569,-0.2187,257.3358,2.4112,-0.1767,1.3147,-1.2339,257.4930,257.40
7.419,0.0281,0.0032,1.1362,-0.3928,0.4709,-0.1942,1.2491,-0.2093,257.3397,0.1600,-1.4155,1.2610,-1.2321,257.4927,257.39
7.439,0.0537,0.0208,1.1033,0.7905,-0.1246,-1.6065,1.2649,-0.2118,257.3718,1.0776,-2.7867,1.2688,-1.2967,257.5196,257.39
7.459,0.0564,0.0159,1.1333,2.1416,-0.3612,0.1874,1.3077,-0.2190,257.3681,0.8022,-2.8486,1.2913,-1.3657,257.5110,257.39
7.479,0.0754,-0.0012,1.1609,1.9966,-0.0100,-0.1026,1.3476,-0.2192,257.3701,-0.0602,-3.7181,1.2756,-1.4600,257.5082,257.39
7.499,0.0444,0.0325,1.1108,-1.3699,-0.4146,1.8974,1.3202,-0.2275,257.3322,1.6743,-2.2896,1.2652,-1.5011,257.4887,257.93
7.519,0.0220,0.0393,1.0918,0.0653,0.0052,0.1645,1.3215,-0.2274,257.3289,2.0619,-1.1522,1.2983,-1.4871,257.5033,257.93
7.539,0.0083,0.0427,1.1067,-1.4996,-0.1093,0.5004,1.2915,-0.2296,257.3189,2.2109,-0.4294,1.3060,-1.4469,257.5141,258.01
7.559,-0.0051,0.0090,1.1094,-1.4615,-0.2772,0.5004,1.2623,-0.2352,257.3089,0.4665,0.2648,1.2444,-1.3837,257.4989,257.38
7.579,0.0085,0.0386,1.0957,0.6989,-0.5444,2.1111,1.2763,-0.2460,257.2667,2.0163,-0.4465,1.2887,-1.3567,257.4534,257.38
7.599,0.0054,0.0232,1.1431,0.4011,-2.3078,2.0042,1.2843,-0.2922,257.2266,1.1624,-0.2692,1.2913,-1.3575,257.4080,257.28
7.619,0.0557,0.0178,1.0906,-1.3011,-0.4375,-1.5683,1.2583,-0.3009,257.2579,0.9362,-2.9215,1.2522,-1.4285,257.4323,257.26
7.640,0.0525,0.0002,1.1350,0.3324,-0.0711,-0.2401,1.2649,-0.3024,257.2627,0.0123,-2.6478,1.2089,-1.4786,257.4302,257.26
7.660,0.0586,-0.0095,1.1543,2.0729,0.2877,-0.2706,1.3064,-0.2966,257.2681,-0.4726,-2.9058,1.1815,-1.5302,257.4287,257.26
7.680,0.0044,0.0251,1.0842,0.9660,-0.3765,-1.6370,1.3257,-0.3041,257.3009,1.3286,-0.2322,1.2059,-1.4855,257.4535,257.26
7.700,0.0103,0.0449,1.1218,0.0500,-0.5597,1.8287,1.3267,-0.3153,257.2643,2.2931,-0.5233,1.2504,-1.4577,257.4107,257.26
7.720,-0.0063,0.0400,1.0684,-0.1027,0.2495,0.0882,1.3247,-0.3103,257.2625,2.1463,0.3402,1.2842,-1.3810,257.4301,257.94
7.740,0.0291,0.0254,1.1616,-0.0569,0.2648,-0.1713,1.3235,-0.3051,257.2660,1.2522,-1.4324,1.2819,-1.3780,257.4578,258.04
7.760,0.0117,0.0222,1.1194,-1.3088,-0.2772,-0.0645,1.2973,-0.3106,257.2673,1.1370,-0.5997,1.2509,-1.3522,257.4823,258.04
7.780,0.0376,0.0154,1.1250,2.2790,-0.5139,-1.5988,1.3429,-0.3209,257.2992,0.7833,-1.9139,1.2760,-1.3845,257.5113,257.44
7.800,0.0576,0.0378,1.0779,-1.5302,0.0510,-1.6828,1.3123,-0.3199,257.3329,2.0107,-3.0579,1.2760,-1.4505,257.5373,257.35
7.820,0.0535,-0.0144,1.1536,2.1340,0.4556,0.1722,1.3550,-0.3107,257.3295,-0.7154,-2.6535,1.2373,-1.4899,257.5265,257.35
7.840,0.0510,0.0234,1.1731,-0.0111,0.2342,-0.3698,1.3548,-0.3061,257.3368,1.1446,-2.4901,1.2334,-1.5254,257.5324,257.50
7.861,0.0054,0.0359,1.0984,0.5691,-0.5597,-1.6675,1.3662,-0.3173,257.3702,1.8714,-0.2800,1.2698,-1.4863,257.5639,257.52
7.881,0.0061,0.0198,1.1174,0.2943,-0.5062,-0.3622,1.3720,-0.3274,257.3774,1.0139,-0.3129,1.2652,-1.4491,257.5690,257.52
7.901,-0.0156,0.0674,1.0830,0.1416,-0.0406,0.0729,1.3749,-0.3282,257.3760,3.5603,0.8250,1.3598,-1.3589,257.5657,257.52
7.921,0.0117,0.0044,1.1299,0.6530,-0.3383,0.4012,1.3879,-0.3350,257.3680,0.2228,-0.5942,1.3268,-1.3348,257.5563,257.52
7.941,0.0354,0.0330,1.1055,2.3019,0.3716,-0.2324,1.4340,-0.3275,257.3726,1.7077,-1.8333,1.3863,-1.3476,257.5594,257.52
7.961,0.0461,0.0000,1.1096,0.5767,-0.4299,0.4775,1.4455,-0.3361,257.3631,0.0000,-2.3812,1.3419,-1.3972,257.5488,257.52
7.981,0.0496,0.0000,1.1306,0.5004,-0.4299,0.3630,1.4555,-0.3447,257.3558,0.0000,-2.5100,1.2978,-1.4500,257.5407,257.52
8.001,0.0452,0.0535,1.0630,-1.5225,-0.0788,-1.4767,1.4251,-0.3463,257.3853,2.8795,-2.4299,1.3318,-1.4907,257.5684,257.52
8.021,0.0454,0.0166,1.1169,0.2866,0.2648,-1.6675,1.4308,-0.3410,257.4187,0.8515,-2.3279,1.3181,-1.5191,257.5985,257.52
8.042,-0.0051,0.0457,1.0955,-1.4386,1.2190,0.4317,1.4020,-0.3166,257.4101,2.3865,0.2679,1.3333,-1.4242,257.6033,257.93
8.062,-0.0012,0.0059,1.1514,-1.4004,-0.3078,-1.5836,1.3740,-0.3228,257.4417,0.2916,0.0607,1.2647,-1.3707,257.6491,257.99
8.082,0.0083,0.0332,1.1064,-1.4996,-0.4070,0.1340,1.3440,-0.3309,257.4390,1.7189,-0.4296,1.2541,-1.3409,257.6600,257.99
8.102,0.0295,0.0054,1.1523,0.3095,0.1732,-0.1561,1.3502,-0.3274,257.4422,0.2671,-1.4685,1.2205,-1.3427,257.6495,257.32
8.122,0.0342,0.0066,1.1436,0.6836,0.0129,-0.0721,1.3639,-0.3272,257.4436,0.3303,-1.7120,1.1980,-1.3572,257.6338,257.22
8.142,0.0444,0.0010,1.1084,-0.2401,0.3640,-0.2401,1.3591,-0.3199,257.4484,0.0505,-2.2956,1.1475,-1.3877,257.6220,257.22
8.163,0.0769,0.0200,1.1089,-1.5302,0.3029,-0.4233,1.3285,-0.3139,257.4569,1.0343,-3.9666,1.1136,-1.4851,257.6136,257.21
8.183,0.0342,-0.0029,1.1521,0.3324,0.1732,-0.0568,1.3351,-0.3104,257.4580,-0.1457,-1.6993,1.0696,-1.4903,257.5929,257.07
8.203,0.0276,0.0090,1.1489,0.6072,-0.0100,-0.1255,1.3473,-0.3106,257.4605,0.4505,-1.3755,1.0565,-1.4859,257.5736,257.05
8.223,0.0022,0.0269,1.1616,0.3859,-0.3536,0.0577,1.3550,-0.3177,257.4594,1.3244,-0.1083,1.0747,-1.4376,257.5515,257.05
8.243,-0.0183,0.0332,1.1636,2.2943,-0.3917,-1.5759,1.4009,-0.3255,257.4909,1.6345,0.9012,1.1411,-1.3516,257.5875,257.70
8.263,0.0132,0.0427,1.0806,-0.2172,0.1961,-0.0187,1.3965,-0.3216,257.4913,2.2642,-0.6985,1.1819,-1.3217,257.5960,257.79
8.283,0.0063,0.0391,1.1099,-0.1561,-0.1551,1.9126,1.3934,-0.3247,257.4530,2.0157,-0.3275,1.2122,-1.2849,257.5671,257.79
8.303,0.0291,0.0403,1.0884,-0.3622,0.0816,0.0882,1.3862,-0.3230,257.4512,2.1197,-1.5280,1.2416,-1.2931,257.5750,257.81
8.323,0.0374,0.0186,1.0654,-0.4462,0.2419,-0.0263,1.3773,-0.3182,257.4518,0.9977,-2.0076,1.2232,-1.3170,257.5849,257.81
8.343,0.0576,0.0027,1.0974,0.1187,0.4251,-0.2630,1.3796,-0.3097,257.4570,0.1402,-3.0054,1.1822,-1.3764,257.5989,257.81
8.363,0.0376,0.0129,1.1138,0.2485,0.2800,-0.3088,1.3846,-0.3041,257.4632,0.6656,-1.9333,1.1663,-1.3933,257.6133,257.81
8.383,0.0188,0.0032,1.1113,-1.3928,0.0892,-0.2095,1.3567,-0.3023,257.4674,0.1636,-0.9691,1.0995,-1.3746,257.6080,257.38
8.403,0.0034,0.0342,1.1575,0.6378,-0.4070,0.2256,1.3695,-0.3105,257.4629,1.6914,-0.1691,1.1354,-1.3342,257.5921,257.32
8.423,-0.0115,0.0371,1.1399,1.9660,-0.3154,2.2027,1.4088,-0.3168,257.4188,1.8646,0.5764,1.2023,-1.2638,257.5385,257.31
8.443,-0.0012,0.0500,1.1577,0.4088,-0.5062,0.4317,1.4170,-0.3269,257.4102,2.4754,0.0604,1.2611,-1.2206,257.5210,257.31
8.464,0.0046,0.0344,1.1538,-0.1179,-0.2925,0.3783,1.4146,-0.3327,257.4026,1.7089,-0.2302,1.2767,-1.1866,257.5052,257.31
8.484,0.0210,0.0364,1.0923,-0.0874,-0.3001,0.1264,1.4129,-0.3387,257.4001,1.9074,-1.1006,1.3003,-1.1889,257.4949,257.31
8.504,0.0427,0.0359,1.0720,-0.1179,0.1961,2.1569,1.4105,-0.3348,257.3570,1.9174,-2.2810,1.3227,-1.2288,257.4479,257.36
8.524,0.0469,0.0032,1.0962,-0.1790,0.3106,-0.0187,1.4069,-0.3286,257.3573,0.1659,-2.4486,1.2730,-1.2716,257.4448,257.36
8.544,0.0547,0.0112,1.1106,0.0271,0.2342,-0.4385,1.4075,-0.3239,257.3661,0.5794,-2.8189,1.2458,-1.3290,257.4500,257.36
8.564,0.0603,0.0181,1.1604,0.5920,-0.4986,0.4928,1.4193,-0.3339,257.3563,0.8920,-2.9745,1.2430,-1.4044,257.4361,257.34
8.584,0.0308,-0.0022,1.1606,0.8286,0.0739,-0.0568,1.4359,-0.3324,257.3574,-0.1085,-1.5182,1.2048,-1.4076,257.4334,257.34
8.604,0.0215,0.0259,1.1394,0.4622,-0.0635,-0.1179,1.4451,-0.3337,257.3597,1.3011,-1.0800,1.2175,-1.3957,257.4318,257.34
8.624,0.0032,0.0283,1.1646,2.2943,-0.2849,-1.6828,1.4910,-0.3394,257.3934,1.3931,-0.1561,1.2686,-1.3516,257.4602,257.34
8.644,-0.0051,0.0371,1.1528,0.5538,-0.4757,0.0958,1.5021,-0.3489,257.3915,1.8437,0.2547,1.3023,-1.2964,257.4705,257.76
8.664,0.0046,0.0471,1.1123,2.0653,-0.4528,-1.6675,1.5434,-0.3580,257.4248,2.4257,-0.2387,1.3868,-1.2628,257.5168,257.83
8.684,0.0117,0.0439,1.1226,-0.2477,-0.3307,0.2943,1.5385,-0.3646,257.4189,2.2418,-0.5976,1.4163,-1.2426,257.5240,257.84
8.704,0.0300,0.0007,1.0981,-0.1332,0.1579,-0.1866,1.5358,-0.3614,257.4227,0.0382,-1.5664,1.3586,-1.2525,257.5250,257.46
8.724,0.0359,0.0256,1.0630,-1.5302,0.0434,0.0042,1.5052,-0.3605,257.4226,1.3815,-1.9331,1.3301,-1.2789,257.5200,257.40
8.744,0.0400,-0.0073,1.0994,0.1416,0.3487,-0.2477,1.5080,-0.3536,257.4276,-0.3817,-2.0858,1.2644,-1.3045,257.5201,257.40
8.765,0.0364,-0.0085,1.1541,-1.4386,0.2113,-0.2324,1.4793,-0.3493,257.4322,-0.4242,-1.8054,1.1692,-1.3204,257.5195,257.39
8.785,0.0205,0.0212,1.1487,0.6759,0.1503,0.1111,1.4928,-0.3463,257.4300,1.0593,-1.0226,1.1778,-1.3056,257.5118,257.38
8.805,0.0117,0.0352,1.1624,0.4546,-0.2085,0.1187,1.5019,-0.3505,257.4276,1.7324,-0.5774,1.2087,-1.2805,257.5043,257.38
8.825,-0.0139,0.0234,1.1643,0.5767,-0.5520,0.2638,1.5134,-0.3616,257.4223,1.1532,0.6846,1.2176,-1.2125,257.4942,257.38
8.845,-0.0103,0.0486,1.1177,2.2561,-2.3841,0.3477,1.5585,-0.4092,257.4154,2.4890,0.5251,1.3117,-1.1888,257.4986,257.77
8.865,0.0020,0.0359,1.0967,0.1950,0.4861,-0.4156,1.5624,-0.3995,257.4237,1.8743,-0.1020,1.3380,-1.1360,257.5197,257.83
8.885,0.0142,0.0217,1.0996,-0.1332,-0.2085,2.0500,1.5598,-0.4037,257.3827,1.1320,-0.7376,1.3272,-1.1240,257.4927,257.83
8.905,0.0347,0.0393,1.0688,-0.2248,0.3335,-0.0874,1.5553,-0.3970,257.3844,2.1061,-1.8565,1.3540,-1.1469,257.5082,257.84
8.925,0.0417,0.0117,1.0828,-0.0950,0.3029,-0.4004,1.5534,-0.3910,257.3924,0.6201,-2.2079,1.3229,-1.1836,257.5291,257.84
8.946,0.0552,0.0020,1.1003,0.3095,0.4098,-0.4462,1.5595,-0.3828,257.4014,0.1017,-2.8706,1.2800,-1.2432,257.5501,257.84
8.966,0.0540,0.0090,1.1191,0.3477,0.0205,-0.3011,1.5665,-0.3823,257.4074,0.4625,-2.7601,1.2539,-1.3035,257.5674,257.84
8.986,0.0129,-0.0071,1.1438,0.5920,-0.1017,-0.3317,1.5783,-0.3844,257.4140,-0.3547,-0.6481,1.2010,-1.2792,257.5665,257.39
9.006,-0.0093,0.0308,1.1682,0.6530,-0.4146,-1.6599,1.5914,-0.3927,257.4472,1.5084,0.4548,1.2258,-1.2178,257.5885,257.32
9.026,-0.0088,0.0422,1.1487,2.0118,-0.0788,0.0653,1.6316,-0.3942,257.4459,2.1058,0.4381,1.2996,-1.1531,257.5761,257.31
9.046,0.0034,0.0469,1.1721,0.1187,-0.4299,0.3325,1.6340,-0.4028,257.4393,2.2901,-0.1669,1.3415,-1.1219,257.5590,257.31
9.066,0.0039,0.0327,1.1287,2.0118,-0.5139,0.2638,1.6742,-0.4131,257.4340,1.6603,-0.1982,1.3929,-1.0948,257.5439,257.31
9.086,0.0244,0.0334,1.0803,-0.0874,-0.3230,0.2103,1.6725,-0.4196,257.4298,1.7733,-1.2940,1.4064,-1.1090,257.5304,257.31
9.106,0.0442,0.0247,1.0703,-0.5683,0.2724,0.0958,1.6611,-0.4141,257.4279,1.3198,-2.3636,1.3921,-1.1539,257.5162,257.22
9.126,0.0457,-0.0024,1.0942,-0.3546,0.3258,-0.2935,1.6540,-0.4076,257.4337,-0.1278,-2.3891,1.3244,-1.1971,257.5094,257.21
9.146,0.0554,0.0134,1.1030,0.3324,0.5625,-0.3851,1.6607,-0.3964,257.4414,0.6975,-2.8761,1.3058,-1.2534,257.5047,257.21
9.166,0.0601,0.0161,1.1453,0.3859,1.3793,0.2332,1.6684,-0.3688,257.4368,0.8061,-3.0016,1.2932,-1.2969,257.4990,257.47
9.186,0.0173,-0.0046,1.1616,-1.5225,0.0892,-0.1484,1.6380,-0.3670,257.4397,-0.2288,-0.8549,1.2031,-1.2775,257.5009,257.47
9.206,0.0203,0.0225,1.1387,0.5614,-0.1093,-0.1942,1.6492,-0.3692,257.4436,1.1300,-1.0193,1.2109,-1.2693,257.5052,257.52
9.226,0.0042,0.0403,1.1682,0.4698,-0.1017,0.1645,1.6586,-0.3712,257.4403,1.9749,-0.2034,1.2505,-1.2286,257.5027,257.52
9.247,-0.0068,0.0305,1.1626,0.3553,1.3182,-1.6065,1.6657,-0.3449,257.4725,1.5036,0.3368,1.2675,-1.1407,257.5558,258.06
9.267,-0.0154,0.0588,1.1265,0.4851,-2.4833,0.3554,1.6754,-0.3945,257.4654,2.9900,0.7812,1.3457,-1.1115,257.5724,258.14
9.287,0.0107,0.0452,1.1174,-0.2935,-0.2238,0.4699,1.6695,-0.3990,257.4560,2.3146,-0.5503,1.3788,-1.0933,257.5866,258.15
9.307,0.0454,0.0198,1.0894,-0.0187,0.3411,-0.3164,1.6691,-0.3922,257.4623,1.0400,-2.3866,1.3649,-1.1385,257.5831,257.35
9.327,0.0466,0.0415,1.0605,0.3630,-0.1780,0.0348,1.6764,-0.3957,257.4616,2.2411,-2.5157,1.4069,-1.1970,257.5682,257.23
9.347,0.0630,0.0066,1.1018,-0.1256,0.3258,-0.3698,1.6739,-0.3892,257.4690,0.3428,-3.2719,1.3619,-1.2737,257.5616,257.23
9.367,0.0447,0.0105,1.1030,-1.5378,0.2419,-0.2095,1.6431,-0.3844,257.4732,0.5453,-2.3194,1.2997,-1.3109,257.5515,257.21
9.387,0.0229,0.0042,1.1489,-1.3622,0.1274,-0.0568,1.6159,-0.3818,257.4743,0.2070,-1.1443,1.2299,-1.3018,257.5540,257.59
9.407,0.0127,0.0317,1.1492,0.7218,-0.1322,0.0577,1.6303,-0.3845,257.4732,1.5820,-0.6327,1.2578,-1.2776,257.5564,257.64
9.427,-0.0020,0.0242,1.1626,2.2637,-0.2696,0.0882,1.6756,-0.3899,257.4714,1.1910,0.0962,1.2986,-1.2278,257.5584,257.65
9.447,-0.0129,0.0305,1.1545,0.2179,-0.2314,-1.6599,1.6800,-0.3945,257.5046,1.5141,0.6419,1.3114,-1.1575,257.5994,257.79
9.467,0.0066,0.0381,1.0876,-0.1027,0.2724,-0.0034,1.6779,-0.3891,257.5047,2.0055,-0.3470,1.3372,-1.1198,257.6077,257.81
9.487,0.0024,0.0364,1.1101,-0.0034,-0.3078,2.2027,1.6778,-0.3952,257.4606,1.8768,-0.1259,1.3587,-1.0860,257.5733,257.81
9.508,0.0208,0.0386,1.0874,-0.2324,-0.1856,0.1493,1.6732,-0.3989,257.4576,2.0316,-1.0926,1.3812,-1.0898,257.5799,257.81
9.528,0.0376,0.0261,1.0679,-0.4004,0.1503,0.1264,1.6652,-0.3959,257.4551,1.4013,-2.0158,1.3743,-1.1240,257.5866,257.81
9.548,0.0593,-0.0017,1.1030,0.0958,0.2953,-0.1713,1.6671,-0.3900,257.4585,-0.0888,-3.0787,1.3176,-1.1965,257.5988,257.81
9.568,0.0542,0.0093,1.0999,0.1721,0.6159,-0.3851,1.6705,-0.3777,257.4662,0.4833,-2.8211,1.2875,-1.2496,257.6146,257.81
9.588,0.0525,0.0144,1.1118,0.3248,0.2648,-0.3240,1.6770,-0.3724,257.4727,0.7423,-2.7028,1.2720,-1.3027,257.6115,257.38
9.608,0.0110,0.0251,1.1504,0.5309,-0.2238,0.1874,1.6877,-0.3769,257.4690,1.2522,-0.5470,1.2814,-1.2767,257.5962,257.32
9.628,-0.0112,0.0283,1.1523,2.1569,-0.3383,2.1111,1.7308,-0.3836,257.4267,1.4078,0.5582,1.3278,-1.2098,257.5442,257.31
9.648,-0.0015,0.0254,1.1716,0.5156,-0.4757,0.2409,1.7411,-0.3932,257.4219,1.2415,0.0716,1.3343,-1.1677,257.5302,257.31
9.668,-0.0010,0.0288,1.1738,0.2561,-0.4375,0.3630,1.7462,-0.4019,257.4147,1.4059,0.0477,1.3421,-1.1275,257.5143,257.31
9.688,0.0112,0.0310,1.1299,0.0271,-0.3917,0.2790,1.7468,-0.4097,257.4091,1.5719,-0.5693,1.3518,-1.1127,257.5006,257.31
9.708,0.0295,0.0364,1.1204,0.0118,-0.3536,0.3401,1.7470,-0.4168,257.4023,1.8597,-1.5096,1.3723,-1.1354,257.4829,257.22
9.728,0.0471,0.0193,1.1042,-0.4080,0.1121,0.0424,1.7388,-0.4146,257.4014,1.0006,-2.4430,1.3496,-1.1855,257.4711,257.21
9.748,0.0388,0.0037,1.1206,0.3095,0.2037,-0.2324,1.7450,-0.4105,257.4061,0.1872,-1.9840,1.3091,-1.2135,257.4649,257.21
9.769,0.0603,0.0146,1.1001,0.2179,0.1884,-0.0416,1.7494,-0.4067,257.4069,0.7629,-3.1373,1.2914,-1.2869,257.4554,257.21
9.789,0.0454,0.0166,1.1370,0.5691,0.4556,-0.4156,1.7608,-0.3976,257.4152,0.8366,-2.2869,1.2841,-1.3181,257.4514,257.16
9.809,0.0312,-0.0022,1.1511,0.6759,0.1045,-0.2477,1.7743,-0.3955,257.4202,-0.1094,-1.5550,1.2414,-1.3256,257.4442,257.15
9.829,0.0220,0.0300,1.1533,0.6149,0.0129,-0.0797,1.7866,-0.3953,257.4218,1.4915,-1.0911,1.2632,-1.3160,257.4339,257.15
9.849,0.0020,0.0310,1.1655,0.3248,-0.3612,0.2638,1.7931,-0.4025,257.4165,1.5238,-0.0960,1.2798,-1.2741,257.4345,257.58
9.869,-0.0293,0.0410,1.1699,0.5614,1.3640,0.4622,1.8043,-0.3752,257.4072,2.0079,1.4336,1.3197,-1.1396,257.4339,257.64
9.889,0.0088,0.0181,1.0962,-0.2859,-0.0558,0.3248,1.7986,-0.3763,257.4008,0.9442,-0.4593,1.2992,-1.1135,257.4363,257.65
9.909,0.0112,0.0376,1.1116,-0.3011,0.3640,-0.3240,1.7926,-0.3690,257.4072,1.9372,-0.5785,1.3190,-1.0851,257.4306,257.14
9.929,0.0012,0.0364,1.0854,-0.3241,-0.0558,2.1951,1.7861,-0.3702,257.3633,1.9195,-0.0644,1.3368,-1.0453,257.3767,257.14
9.949,0.0422,0.0288,1.0730,-0.5836,0.2571,-0.0492,1.7744,-0.3650,257.3643,1.5379,-2.2534,1.3336,-1.0887,257.3650,257.06
9.969,0.0608,0.0105,1.0837,-0.0569,0.3335,-0.0950,1.7733,-0.3584,257.3662,0.5550,-3.2104,1.3014,-1.1672,257.3541,257.05
9.989,0.0408,0.0015,1.1033,0.2790,0.3640,-0.3164,1.7789,-0.3511,257.3725,0.0761,-2.1164,1.2577,-1.1982,257.3641,257.45
10.009,0.0178,0.0134,1.1128,-1.5302,0.1426,-0.2553,1.7483,-0.3482,257.3776,0.6913,-0.9175,1.2057,-1.1842,257.3749,257.51
10.030,0.0164,0.0334,1.1431,0.6836,-0.0024,-0.2324,1.7619,-0.3483,257.3823,1.6761,-0.8195,1.2376,-1.1697,257.3852,257.52
10.050,-0.0127,0.0601,1.1001,-0.1637,-0.0482,2.1493,1.7587,-0.3492,257.3393,3.1249,0.6602,1.3100,-1.0974,257.3494,257.52
10.070,-0.0100,0.0437,1.1592,0.7294,-0.3078,-1.6446,1.7733,-0.3554,257.3722,2.1590,0.4944,1.3579,-1.0396,257.3879,257.52
